Codigo da IES,Natureza,Situacao,DIAS,%,CI N,CI V,IGC_N,IGC_M,IGC_V,EAD_17,variacao mat,mat_T 2017,% FIES,CURSOS,saldo 2017,Variacao 17-16
1202,1,Ativa,2888,0.655737704918033,4,3,2.5938,2.5608,2.4522,1,-0.0755980861244019,2090,0.1311004784689,14,2239534.33,-0.0134980525481579
18114,1,Ativa,1239,0.636363636363636,4,S/C,S/D,S/D,S/D,1,-0.691756272401434,279,0.10752688172043,0,208489.25,5.79464286682105
2744,0,Ativa,5708,0.5,4,3,3.0446,0.8845,0.8845,1,-0.212765957446808,47,0.0,1,-1038521.0,-0.137140459817866
1550,1,Ativa,1351,0.6,3,2,3.440599949079419,3.4324,3.4324,1,-0.666666666666667,3,0.0,1,-2397055.38,-0.836125355046007
4544,0,Extinta,3610,0.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
13828,1,Ativa,2791,0.694444444444444,3,3,2.2324,2.2329,2.2521,1,-0.299270072992701,411,0.0,7,874682.049999999,0.0149998457942861
19958,1,Ativa,628,1.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1237,0,Ativa,640,0.592592592592593,4,3,2.7157,2.6974,2.6974,1,0.270167064439141,2095,0.0,8,972873.91,1.54768619697551
22204,0,Ativa,84,0.375,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1689,1,Ativa,2519,0.448979591836735,3,S/C,1.9941,2.425,2.425,1,1.55021834061135,229,0.336244541484716,7,240437538.34,77.9557664977036
2077,1,Extinta,1244,0.5625,3,4,2.7851,2.7433,3.0276,0,0.0,0,0.0,0,0.0,0.0
3807,1,Ativa,5569,0.25,3,S/C,0.627,0.627,,0,0.0,0,0.0,1254,0.0,0.0
1833,1,Extinta,6450,0.142857142857143,3,3,2.724,2.6355,2.6355,0,0.0,0,0.0,0,0.0,0.0
2831,0,Ativa,4955,0.266666666666667,2,S/C,1.6855,0,1.37,1,-0.0534351145038168,262,0.0,2,151871.75,-0.346252412270388
18649,1,Ativa,756,0.4,3,S/C,S/D,S/D,S/D,1,0.0,43,0.0,2,-19643752914.2,0.0
12922,1,Ativa,2478,0.541666666666667,3,3,0.8705,0,,1,-0.192567567567568,592,0.628378378378378,10,2130111.3,-0.208502569197941
18700,1,Ativa,740,0.666666666666667,3,S/C,S/D,S/D,S/D,1,0.0,149,0.322147651006711,3,-422133.82,0.0
1205,1,Ativa,1106,0.80248833592535,3,4,2.5668465737957353,2.4736,2.484,1,-0.222871976266545,35056,0.0,19,27639057.46,3.21436547981049
1258,1,Ativa,1490,0.553030303030303,4,3,2.3819,2.343,2.3107,1,-0.052423900789177,1774,0.17587373167982,17,21555128.05,-0.975365218309143
1580,1,Ativa,395,0.346153846153846,3,3,3.0843,3.0843,3.0992,1,-0.162525879917184,966,0.46583850931677,3,8417378.49,0.603431497019384
207,0,Ativa,334,0.647435897435898,4,3,2.9,2.8415,2.8088,1,0.0975496994914471,4326,0.234858992140546,26,0.0,0.0
19287,1,Ativa,808,0.62962962962963,3,S/C,S/D,S/D,S/D,1,0.0,88,0.0,3,-273436.06,0.0
2787,0,Ativa,578,0.826086956521739,4,4,3.0064,3.1239,3.3208,1,-0.131531531531532,1110,0.209009009009009,5,17732308.79,0.0753154181535665
131,0,Ativa,123,0.428571428571429,3,3,1.8843,2.2203,2.2816,1,1.4047619047619,42,0.19047619047619,2,-5771.81,0.364285314274115
2126,0,Ativa,5737,0.666666666666667,5,5,3.8901,3.8894,3.8832,1,0.0120967741935485,248,0.0,1,9494685.56,0.0
264,0,Extinta,8879,0.0,S/C,S/C,0,1.9828,1.81,0,0.0,0,0.0,0,0.0,0.0
2828,0,Extinta,5579,0.6,4,4,2.1371,2.14,2.14,0,0.0,0,0.0,0,0.0,0.0
641,0,Ativa,714,0.841549295774648,4,3,3.3681,3.1472,,1,0.006678452170497,5091,0.0927126301316048,51,-16046979.0,-0.253218395342157
1780,0,Ativa,1106,0.652173913043478,4,3,2.1946,2.2605,2.2605,1,0.0191204588910134,523,0.34225621414914,6,3303399.05,-0.348146306902026
1665,1,Ativa,6629,0.0,S/C,S/C,0,0,1.9545941363276258,1,0.243243243243243,37,0.0,1,-26785.45,-1.96237444339067
14115,0,Ativa,6235,0.533333333333333,3,3,3.0109,2.6973,2.6973,1,0.136842105263158,380,0.121052631578947,4,200828.869999999,22.3914064822726
1936,0,Ativa,2519,0.8,5,4,2.4401,2.5559,2.5722,1,-0.0162842339008142,1351,0.195410806809771,9,2739392.16,1.27723704443137
661,1,Ativa,1098,0.60377358490566,3,S/C,2.5482,2.4506,2.4558,1,0.113379774201297,4163,0.358395387941388,9,28433446.97,0.0499999482955358
3209,1,Ativa,4155,0.117647058823529,3,1,1.4635,1.4635,1.4635,0,0.0,0,0.0,0,0.0,0.0
2908,1,Ativa,5624,0.777777777777778,4,3,1.8286,1.7395240765367883,1.7854,1,0.178826110806363,1823,0.374657158529896,10,1958742.82,-1.91410990026489
14153,0,Ativa,6235,0.25,3,S/C,0,2.0982,2.0193951508472443,0,0.0,0,0.0,0,0.0,0.0
21951,1,Ativa,200,0.333333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
13106,1,Ativa,805,0.72,3,3,1.9897,2.0087,2.0087,1,0.790513833992095,253,0.138339920948617,10,1917343.07,-0.0182097454126631
1125,0,Ativa,7801,0.51219512195122,3,3,2.1406,2.0997,1.9361,1,-0.0248447204968945,161,0.0,7,63445.0,0.400035829451809
1534,1,Extinta,6873,0.0,S/C,S/C,0,0,1.06,0,0.0,0,0.0,1872,0.0,0.0
20322,1,Ativa,635,0.333333333333333,S/C,S/C,S/D,S/D,S/D,1,0.0,20,0.0,1,429945.16,0.0
2148,1,Ativa,5964,0.551724137931035,4,3,2.4014,2.4524,2.5736,1,-0.12849533954727,1502,0.260319573901465,6,1240490454.3,0.305633398440824
648,0,Ativa,2904,0.533333333333333,4,4,2.8638,2.8411,,1,0.104,750,0.1,5,-1603337.68,0.0318039314081526
4420,1,Ativa,5075,0.573333333333333,3,3,2.6364,2.6329,2.6329,1,0.0220064724919093,1545,0.320388349514563,14,9033008.01,0.0052937227147622
3311,1,Ativa,2701,0.276315789473684,3,S/C,2.2739,2.2739,2.3426138721408902,1,-0.204081632653061,49,0.0,5,-2294.8,-0.935403237156932
20330,1,Ativa,805,1.0,S/C,S/C,S/D,S/D,S/D,1,0.0,47,0.0638297872340426,3,1765455.3,0.0
13944,1,Ativa,2888,0.5,3,3,S/D,S/D,,1,-0.390804597701149,87,0.229885057471264,3,2735457.68,-4.23243185986124
1846,0,Ativa,1377,0.794871794871795,4,S/C,2.4873,2.5530710662482288,2.6771,1,0.192102454642476,1874,0.296691568836713,19,-4380937.0,-0.178763481502593
1542,0,Ativa,664,0.75,4,S/C,2.6033,2.5748,2.5483,1,-0.0924183729939125,5421,0.0660394761114186,25,1905129.30000001,-0.988150280741531
17731,0,Ativa,1377,0.833333333333333,5,S/C,S/D,S/D,S/D,1,0.0,98,0.0,4,-5425017.38,0.0
754,0,Ativa,906,0.583333333333333,4,3,2.5266,2.5266,2.5266,1,0.0141313383208646,1203,0.15211970074813,2,1309369.86,-0.660957858715717
1806,1,Ativa,6468,0.714285714285714,3,3,1.5951,1.6763,1.6763,1,-0.0421052631578948,380,0.0184210526315789,10,-990294.82,-19.7093706368847
18729,1,Ativa,444,0.6,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19785,1,Ativa,185,0.333333333333333,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2788,1,Extinta,4800,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,-3,0.0,0.0
20547,0,Ativa,502,0.6,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1899,1,Ativa,133,0.541666666666667,3,3,2.3459,2.1775,,1,-0.146464646464647,198,0.0606060606060606,4,240437538.44,383.208446136651
2184,0,Ativa,6205,0.72972972972973,3,S/C,2.4565,2.4169,2.4169,1,0.307371349095967,719,0.201668984700974,8,221430962.0,-0.207799979634436
1590,1,Ativa,2411,0.672131147540984,4,3,2.4898334961623942,2.4944,2.4621,1,0.0149365197908886,8034,0.550659696290764,12,109402629.55,-0.0046365757299449
5025,1,Ativa,885,0.713450292397661,3,3,3.3972,3.3972,3.3972,1,-0.747692307692308,650,0.0,4,2883255.49,-0.724302061831024
4096,1,Ativa,2701,0.828571428571429,3,3,2.4487,2.621943636871896,2.4642,1,0.0053231939163498,1315,0.167300380228137,19,526928.830000001,-0.266008424962675
4721,0,Ativa,4071,0.5,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
20106,0,Ativa,699,1.0,S/C,S/C,S/D,S/D,S/D,1,0.0,39,0.0,2,-1688239.2,0.0
1798,1,Ativa,6468,0.4375,3,3,1.8546,1.8546,1.8546,1,-0.0909090909090909,77,0.038961038961039,1,23407.0,0.743791463192048
1925,1,Extinta,823,0.725806451612903,3,2,2.2144,2.2144,2.2144,1,-0.174273858921162,482,0.558091286307054,2,6118521.56000001,-1.56471255138079
2356,0,Ativa,5277,0.363636363636364,3,3,1.8323,1.5296,,1,0.0542521994134897,682,0.0,4,474235.59,0.192098739331509
14173,0,Ativa,6235,0.3125,3,S/C,2.0927,2.0927,2.0927,1,1.64,25,0.2,2,1102.97000000006,-0.123726474882415
1417,0,Ativa,115,0.675,4,4,2.4182566333416187,2.4149,2.4149,1,0.389355742296919,357,0.19327731092437,8,157906373.06,-0.57648663627062
1061,1,Ativa,7713,0.0,S/C,S/C,0,0,0.07313425787171254,0,0.0,0,0.0,0,0.0,0.0
10071,0,Ativa,866,0.5,3,0,3.313,3.345395841781143,3.313,1,0.222222222222222,18,0.0,1,160159.77,-0.206391804439492
5008,1,Ativa,3790,0.411764705882353,3,3,S/D,S/D,S/D,1,-0.1875,352,0.0,5,425831.880000001,-0.94368389658453
3001,0,Ativa,5337,0.666666666666667,2,S/C,0,2.1179,2.12,0,0.0,0,0.0,0,0.0,0.0
2312,0,Ativa,1530,0.375,3,S/C,2.3156,2.3156,2.3156,1,0.105651105651106,407,0.0515970515970516,2,579935.41,0.316340944866308
2450,1,Ativa,5715,0.464285714285714,4,4,2.9641,2.9641,2.9641,1,-0.170679886685552,1412,0.277620396600567,5,48554818.16,0.107940170058897
4751,1,Ativa,1490,0.532258064516129,4,4,3.1568,3.1568,3.2995,1,-0.279347826086957,920,0.246739130434783,11,1495518.56,-0.668057234583787
2021,1,Ativa,97,0.413793103448276,3,3,1.8997,1.9769,,1,0.307339449541284,436,0.0688073394495413,3,971637.56,0.891357187394922
20588,1,Ativa,33,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1182,1,Ativa,1907,0.634146341463415,3,S/C,3.0148,3.0148,3.0148,1,-0.0143540669856459,209,0.0526315789473684,4,-1841894.87,-0.271571641929391
13890,1,Ativa,2952,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-3,0.0,0.0
22140,1,Ativa,133,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1830,1,Ativa,2758,0.655172413793103,4,3,2.2074,2.2074,2.2074,1,0.0874243443174176,1487,0.329522528581036,7,1052726759.1,0.189707637063632
3529,0,Ativa,217,0.8,4,3,2.6808,2.5725,2.584165967986593,1,0.0368181818181819,2200,0.183181818181818,10,15351330.11,1.89974561023487
1767,1,Ativa,1160,0.676470588235294,3,S/C,2.9883,3.1074,3.229,1,-0.0728767123287671,1825,0.425205479452055,11,250377962.55,0.399983274814536
21882,1,Ativa,248,1.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2257,0,Ativa,7237,0.27027027027027,3,3,1.8317,2.112,,1,0.169373549883991,1293,0.251353441608662,8,240437538.34,13.7687674675636
1682,0,Ativa,2751,0.771428571428572,4,4,2.0515,1.9788,2.070247226950406,1,0.1248730964467,985,0.0680203045685279,9,4068248.7,-0.497321070733403
1435,0,Extinta,7054,0.333333333333333,S/C,S/C,-0.12277710636420923,0,,0,0.0,0,0.0,0,0.0,0.0
21371,1,Ativa,482,0.142857142857143,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3991,0,Ativa,5327,0.027027027027027,3,S/C,S/D,S/D,S/D,1,3.0,5,0.0,1,-602131.77,-0.114527967703982
15,0,Ativa,1907,0.63758389261745,4,3,2.6881,2.5713,2.5473,1,0.0140967252222945,4611,0.0548687920190848,38,8664415.84,-0.176939957596466
22157,1,Ativa,203,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2221,1,Extinta,5624,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,6,0.0,0.0
12847,1,Ativa,3503,0.764705882352941,4,4,2.1245,2.2931789836705896,2.4499,1,0.122602168473728,1199,0.482068390325271,10,7360572.1,-4.03385438978386
3363,1,Ativa,668,0.557692307692308,3,S/C,1.5899,1.5415,1.5299,1,-0.0126277811184606,1663,0.538785327720986,9,5996232.26,-8.67758592130363
2072,0,Ativa,5981,0.454545454545455,3,S/C,2.4528,2.4528,2.579684099440606,1,0.25,124,0.0,2,123346.39,0.642296326327907
3697,0,Ativa,5618,0.333333333333333,3,S/C,1.5794,1.5794,,1,0.370967741935484,62,0.0645161290322581,1,-49795.61,-1.41320510609696
5000,1,Ativa,4007,0.133333333333333,2,S/C,2.558,2.558,2.558,0,0.0,0,0.0,0,0.0,0.0
12416,1,Ativa,3555,0.6,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
15562,0,Ativa,1505,0.75,3,3,S/D,S/D,S/D,1,-0.259259259259259,54,0.0,3,364967.7,1.30347931672212
17420,1,Ativa,1530,0.609195402298851,4,S/C,S/D,S/D,S/D,1,0.0,477,0.090146750524109,7,118787633.38,0.0
3785,1,Ativa,4710,0.625,3,S/C,1.8441,1.8441,1.8441,1,-0.0395927601809954,884,0.222850678733032,4,1240490454.3,0.305633398440824
21444,1,Ativa,444,0.5,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21940,1,Ativa,350,0.363636363636364,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19791,1,Ativa,224,0.214285714285714,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,2,0.0,0.0
1149,1,Ativa,664,0.588921282798834,4,3,3.2397,2.8648,2.8699,1,-0.107397936689886,11341,0.0285689092672604,71,19359363.13,0.872565072067214
271,0,Ativa,756,0.736413043478261,3,S/C,3.3513,3.3434,3.143,1,0.0261667759432556,16777,0.256899326458842,60,1345157.83,0.0
193,0,Ativa,734,0.8,3,3,2.5351,1.7205,1.7205,1,0.128571428571429,490,0.0,2,25966522.26,0.088425619906034
2577,0,Extinta,6167,0.0,S/D,S/D,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
22169,1,Ativa,97,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22126,1,Ativa,97,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19952,1,Ativa,502,0.714285714285714,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1497,0,Ativa,6987,0.333333333333333,4,3,1.9388,1.9388,1.9388,1,0.132231404958678,242,0.0495867768595041,3,163725.0,0.24240986491548
20476,1,Ativa,768,0.571428571428571,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-3,0.0,0.0
1252,1,Ativa,97,0.244444444444444,3,S/C,2.6307,2.6307,2.6307,1,0.0539772727272727,352,0.207386363636364,4,48554818.16,0.107940170058897
2513,1,Ativa,563,0.452830188679245,4,3,2.9301,2.9301,2.9301,1,0.0506024096385542,1245,0.160642570281125,7,-883642.050000001,-8.83687688949612
12547,1,Ativa,3772,0.3,3,4,S/D,S/D,S/D,1,-0.183544303797468,158,0.791139240506329,2,146693.28,-0.763753026116922
4251,1,Ativa,1074,0.671641791044776,3,3,2.499,2.5246651761040457,2.5772,1,0.219512195121951,943,0.0699893955461294,9,-2655519.59,0.0259575005786967
19319,1,Ativa,626,0.4,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1528,0,Extinta,6881,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17499,1,Ativa,1239,0.222222222222222,4,S/C,S/D,S/D,S/D,1,-0.51219512195122,82,0.268292682926829,1,215142.11,0.0
18025,1,Ativa,1111,0.285714285714286,S/C,S/C,S/D,S/D,S/D,1,0.0,16,0.0,1,-238962.1,0.0
1965,0,Ativa,976,0.544,3,S/C,2.365,2.2268,2.0392,1,-0.0489256198347108,3025,0.40198347107438,19,6961893.22,0.603973779086458
2428,1,Ativa,5512,0.5,4,3,2.5465,2.1732,2.0558,1,-0.136522753792299,857,0.354725787631272,8,1895960.0,0.16887399463807
1825,1,Ativa,6450,0.428571428571429,2,3,2.0166,2.0166,2.1381,1,0.200501253132832,399,0.18546365914787,4,-4762031.69,0.0395391269186067
139,0,Ativa,19550,0.133333333333333,3,3,3.8688,3.8688,3.8688,1,-0.493670886075949,237,0.143459915611814,2,150554.85,-1.0
426,0,Ativa,395,0.830769230769231,5,4,3.0122,3.0103,,1,0.0193867457962413,5055,0.125024727992087,35,36370841.29,0.535472095166744
21982,1,Ativa,97,0.666666666666667,S/C,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
2570,1,Extinta,6271,0.235294117647059,3,S/C,0,2.03,1.71,0,0.0,0,0.0,0,0.0,0.0
1313,0,Ativa,97,0.625,4,3,2.3891,2.5598,2.5598,1,-0.0482180293501048,2385,0.0171907756813417,10,240437538.34,9.5236311699787
3180,0,Ativa,6010,0.263157894736842,S/C,S/C,2.8459,2.9929,2.9929,1,0.742424242424242,66,0.212121212121212,1,-1226556.26,-0.581814685943254
1426,0,Ativa,7066,0.580645161290323,4,3,2.3631,2.3642,2.243,1,0.0453629032258065,1984,0.286290322580645,12,293082128.99,1.2724538419328
405,0,Ativa,1005,0.491803278688525,4,S/C,2.9997,2.9933,2.9933,1,-0.0459828196058616,1979,0.171298635674583,9,11705475.0,-0.0472070234018273
12249,1,Ativa,3772,0.68421052631579,3,5,1.8841,1.8841,1.8841,0,0.0,0,0.0,0,0.0,0.0
1346,0,Ativa,2519,0.446808510638298,4,3,1.952,1.9283,1.9283,1,-0.038235294117647,1020,0.0598039215686275,7,4337093.0,0.735331940444638
1461,1,Ativa,115,0.517543859649123,5,4,2.8843,2.4431,2.3066,1,-0.0521842597314296,5883,0.376508584055754,24,62691222.0,0.555746861680973
307,0,Ativa,395,0.8,4,3,2.5671,2.5671,2.2298,1,-0.0450331125827814,755,0.127152317880795,1,37174020.84,0.312981474891747
2929,1,Extinta,5197,0.0,3,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
14,0,Ativa,2751,0.855263157894737,4,4,3.4429304500412177,3.5129,3.5159,1,0.0489645342500209,23854,0.103211201475644,110,272677046.0,0.405461527223049
4794,1,Ativa,4375,0.0,4,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
1046,0,Ativa,2079,0.756410256410256,4,4,2.9,2.8907,2.8478,1,-0.103806781829815,6252,0.0802943058221369,37,62708222.58,2.35474320735023
22325,1,Ativa,20,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4454,1,Ativa,4130,0.0,1,1,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21921,1,Ativa,279,0.5,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17025,1,Ativa,1351,0.230769230769231,3,S/C,S/D,S/D,,1,-0.761904761904762,84,0.0,2,1375919.0,0.994010370623716
16948,0,Ativa,1530,0.428571428571429,4,S/C,S/D,S/D,S/D,1,0.266666666666667,15,0.0,1,-891151.91,-1.98345412542248
22190,1,Ativa,20,0.333333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1596,1,Ativa,6691,0.0,S/C,S/C,0,0,,1,0.21875,32,0.0,1,513101.79,-0.272967899298797
788,0,Ativa,144,0.538461538461538,3,3,2.7569,2.7008,2.685,1,0.145174050632911,2528,0.380142405063291,6,3205878.79,-0.169962160944189
19963,1,Ativa,668,1.0,S/C,S/C,S/D,S/D,S/D,1,0.0,35,0.0,-1,0.0,0.0
19851,1,Ativa,248,0.2,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
14914,0,Extinta,3365,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21310,1,Ativa,123,0.4,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19369,1,Ativa,699,0.75,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3443,1,Ativa,2568,0.735849056603774,4,3,3.6175,3.5604302462675044,,1,-0.0851224105461393,2655,0.072316384180791,11,6293789.25,1.3504358600537
724,0,Ativa,2421,0.678082191780822,4,4,3.4553,3.6615,3.684,1,0.125614662494412,4474,0.457532409476978,22,36465697.42,1.02449773564146
3688,0,Ativa,2534,0.833333333333333,4,3,2.7815,2.7467,2.7467,1,0.0931174089068827,741,0.0796221322537112,7,741809.5,0.0
1620,1,Ativa,2537,0.307692307692308,3,4,2.2887,2.2789,2.2789,1,0.096774193548387,186,0.0860215053763441,2,570757.89,-1.44057814593386
3752,1,Extinta,5605,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22930,0,Ativa,5054,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18211,1,Ativa,1034,0.6,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1430,0,Ativa,1001,0.732620320855615,3,4,3.0761,3.0582,3.3013,1,0.12914798206278,3345,0.169207772795217,22,13294799.61,-0.473984643983996
21822,1,Ativa,123,0.833333333333333,3,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
18033,0,Ativa,612,0.7,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
208,0,Ativa,1663,0.660919540229885,3,S/C,3.1168,3.1082,3.0978,1,-0.0208144796380091,8840,0.107352941176471,38,27101481.0,0.140677793465145
3955,0,Ativa,88,0.793103448275862,4,3,3.2053,3.0174,3.0174,1,-0.076271186440678,472,0.13135593220339,5,9822766.67000001,-1.91113255589959
3304,1,Ativa,1005,0.505494505494506,4,3,2.4866,2.4167,2.4027,1,0.0144957125357288,4898,0.390567578603512,17,17834565.33,-0.127809901408925
1821,0,Ativa,6450,0.395348837209302,3,S/C,1.9806,1.9806,,1,-0.0628706998813761,843,0.0,3,436060.430000002,-0.660474156727266
2529,1,Ativa,2531,0.5,3,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
4239,1,Ativa,4553,0.315789473684211,3,4,2.3935,2.3935,,0,0.0,0,0.0,0,0.0,0.0
518,1,Ativa,808,0.795774647887324,3,2,2.8508,2.7493,2.6454,1,-0.142969532255757,13982,0.169575168073237,26,44240196.74,0.0677632199615246
2173,1,Ativa,5624,0.310344827586207,3,S/C,1.5943,1.9656,1.9656,0,0.0,0,0.0,0,0.0,0.0
1328,0,Ativa,53,0.323529411764706,4,3,2.1319,2.1319,2.1319,1,-0.253600500939261,1597,0.063243581715717,11,4753276.87,0.610738255033307
5033,1,Extinta,3772,0.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17758,1,Ativa,852,0.1875,S/C,S/C,S/D,S/D,S/D,1,0.0,71,0.0,2,309851.75,0.0
1944,1,Ativa,1417,0.491228070175439,4,S/C,2.1491,2.291,2.3794170824825622,1,0.0201271186440677,944,0.0074152542372881,7,1706407.17,0.217747268791824
3854,1,Ativa,4738,0.393939393939394,3,S/C,2.3034,2.0177,2.0177,1,1.29787234042553,94,0.0319148936170213,7,605661.55,0.675092642073756
1496,1,Ativa,2531,0.457142857142857,4,3,3.039,3.107388765084529,3.0808,1,0.272727272727273,2068,0.256769825918762,4,1602241454.94,0.165875934528366
1573,0,Ativa,531,0.561797752808989,3,4,2.8186,2.8066,2.62,1,-0.143090426617677,4899,0.0,20,22649632.29,0.581364269689499
2653,0,Extinta,5121,0.0,4,S/C,0,1.73,,1,-0.0666666666666667,105,0.0095238095238095,7,6300.0,1.1
18627,1,Ativa,1160,0.727272727272727,S/C,S/C,S/D,S/D,S/D,1,-0.37037037037037,189,0.227513227513228,3,1424655882.17,-0.157924570706992
2266,1,Ativa,6270,0.413793103448276,3,5,2.2212,2.2212,2.1713946656507583,1,-0.138983050847458,295,0.0,6,-624356.88,-0.367413619115393
4446,1,Extinta,4599,0.0476190476190476,2,3,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3516,0,Ativa,6026,0.25,3,S/C,1.1863,1.1863,1.1028,1,-0.184126984126984,315,0.0,3,1546096.49,-1.76075330155559
11645,0,Ativa,1005,0.557692307692308,3,3,3.1429,3.1429,3.4473,1,-0.363288718929254,523,0.0,8,14600306.45,-0.541581249019618
1428,1,Ativa,7053,0.4,3,S/C,1.5725,1.7489,1.7489,1,0.360759493670886,474,0.113924050632911,4,173996.46,-0.478233308421102
473,0,Ativa,84,0.609756097560976,4,4,2.4105,2.3431,2.3431,1,0.123737373737374,792,0.0568181818181818,8,14641276.0,-0.179726810733186
4915,1,Ativa,1005,0.773584905660377,4,5,2.5305581882604735,2.5377,2.5199,1,-0.133442712605961,3657,0.179928903472792,13,30003853.09,1.60814228442351
1375,0,Ativa,885,0.769230769230769,4,3,2.0457,2.0869,2.0869,1,0.0889526542324246,697,0.167862266857963,6,2349029.0,0.0
926,1,Ativa,2840,0.709401709401709,4,3,2.1702,2.2923,2.3063,1,0.0289855072463767,4623,0.352152282067921,22,1052726759.1,0.189707637063632
20682,0,Ativa,417,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3523,0,Ativa,2244,0.625,5,4,3.136,2.9763111221968046,3.0663,1,0.001085776330076,921,0.0673181324647123,1,3127171.34,-0.289554814793933
2491,0,Ativa,5978,0.6,S/C,S/C,1.88,2.0405,2.0405,1,0.726495726495727,117,0.0,1,-173930.96,-17393097.388766
3042,1,Ativa,1005,0.888888888888889,3,S/C,2.9495,2.9495,2.8576,1,-0.168844221105528,1990,0.262311557788945,8,2656285.5,-0.127958072579354
790,0,Ativa,2751,0.3,5,3,3.8858,3.8858,3.4562,1,-0.35377358490566,424,0.0424528301886792,2,579308.060000001,-1.07382473311039
4964,1,Ativa,1074,0.8,4,4,2.6327,2.7087,2.4425,1,0.0072308516336367,3734,0.644349223352973,14,17652205.08,0.090546670595568
21165,1,Ativa,593,0.333333333333333,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2408,1,Ativa,88,0.745283018867925,3,3,1.92,2.1646,2.1646,1,-0.086491513601488,4301,0.0,23,11297074.0,0.0911471387592293
1592,0,Ativa,6689,0.0555555555555556,3,S/C,0.6947,0.6947,1.3101,1,0.231292517006803,147,0.0,1,-66997.27,0.240458632907041
494,0,Ativa,410,0.529411764705882,5,S/C,2.7539,2.7054,2.6595,1,0.0053438458169075,22830,0.0579500657030223,125,44341158.8,-0.773733893603389
3754,0,Ativa,1530,0.6,4,3,2.5363,2.5363,2.5363,1,0.058679706601467,409,0.139364303178484,4,1060102.93,10.8708708306388
